,class_names,fractal_dimension
6497,geukensia demissa,1.3342418291261717
6498,utetheisa ornatrix,1.107682040664745
6499,choephora fungorum,1.0
6500,boloria bellona,1.2514053719614358
6501,pseudacris hypochondriaca,1.0569912497549725
6502,oniscus asellus,1.791990416733047
6503,trachemys scripta,1.528033722860535
6504,mopalia muscosa,1.0569912497549725
6505,ligia occidentalis,1.0569912497549725
6506,satyrium favonius,1.0
6507,callophrys gryneus,1.5225862546391316
6508,callophrys niphon,1.107682040664745
6509,acanthocephala declivis,1.0
6510,pontia edusa,1.0
6511,aglais urticae,1.2371949505879476
6512,pieris napi,1.0
6513,chlorocebus pygerythrus,1.3683086724687272
6514,siproeta stelenes,1.5479689679288975
6515,strategus aloeus,1.2997823166360312
6516,scapanus latimanus,1.0
6517,pygoscelis papua,1.5780423662767225
6518,mirounga leonina,1.621481569265742
6519,anagrapha falcifera,1.107682040664745
6520,doriopsilla fulva,1.0
6521,erynnis juvenalis,1.3839206666016943
6522,trigonopeltastes delta,1.2002677704205706
6523,desmognathus fuscus,1.0
6524,eurycea longicauda,1.0
6525,didymops transversa,1.0
6526,phanogomphus lividus,1.0
6527,ladona deplanata,1.107682040664745
6528,callophrys henrici,1.0
6529,thorybes pylades,1.0
6530,rhinella marina,1.0
6531,microtus pennsylvanicus,1.0
6532,charadrius semipalmatus,1.550894402274759
6533,calidris mauri,1.4705125929754501
6534,dryobates pubescens,1.0
6535,phainopepla nitens,1.0
6536,melanerpes carolinus,1.0629899570957677
6537,chlorochroa sayi,1.3839206666016943
6538,aphonopelma iodius,1.0
6539,menecles insertus,1.0
6540,pantherophis guttatus,1.3207766739884712
6541,corvus ossifragus,1.6962615665505938
6542,cervus canadensis,1.5995520454684224
6543,lasiurus cinereus,1.0
6544,clinocardium nuttallii,1.5849625007243027
6545,luxilus chrysocephalus,1.0
6546,lepomis megalotis,1.3413439854019498
6547,lepomis cyanellus,1.6552925568865047
6548,megalographa biloba,1.0
6549,lasionycteris noctivagans,1.0
6550,tamiasciurus douglasii,1.107682040664745
6551,chroicocephalus hartlaubii,1.6660399288398384
6552,cossypha caffra,1.107682040664745
6553,zosterops virens,1.5225862546391316
6554,cinnyris chalybeus,1.2997823166360312
6555,streptopelia capicola,1.4668788474494203
6556,onychognathus morio,1.5511784480987543
6557,dolomedes scriptus,1.3839206666016943
6558,dasymutilla aureola,1.0
6559,phyllidiella pustulosa,1.0
6560,dryobates nuttallii,1.0569912497549725
6561,rhinella margaritifera,1.2966518927891284
6562,eurycea bislineata,1.1565058019750105
6563,apheloria virginiensis,1.2371949505879476
6564,oxythyrea funesta,1.0569912497549725
6565,pyrrhosoma nymphula,1.0784718092603918
6566,epirrhoe alternata,1.0
6567,hypsiglena chlorophaea,1.107682040664745
6568,chionactis occipitalis,1.3413439854019498
6569,phrynosoma platyrhinos,1.0
6570,ambystoma gracile,1.0
6571,dicamptodon tenebrosus,1.0
6572,ambystoma macrodactylum,1.0
6573,vermivora chrysoptera,1.0
6574,poecile carolinensis,1.278301754832415
6575,ardea herodias,1.5570980760701993
6576,anaxyrus punctatus,1.0
6577,sylvilagus audubonii,1.1376804043724875
6578,paroaria coronata,1.5079422220546315
6579,spermestes cucullata,1.6841109315560527
6580,cecropis abyssinica,1.5407964915681682
6581,halcyon senegalensis,1.0569912497549725
6582,corvus albus,1.615466651596658
6583,sylvia borin,1.3413439854019498
6584,baeolophus bicolor,1.5225862546391316
6585,cardellina pusilla,1.107682040664745
6586,argia vivida,1.2371949505879476
6587,pyrisitia lisa,1.5436329209324988
6588,passerina caerulea,1.0
6589,autochton cellus,1.0
6590,achalarus lyciades,1.1376804043724875
6591,bombylius major,1.0
6592,cicindela hirticollis,1.0
6593,megarhyssa atrata,1.321333300553611
6594,megarhyssa macrurus,1.107682040664745
6595,euphonia laniirostris,1.0
6596,thamnophis ordinoides,1.107682040664745
6597,thamnophilus doliatus,1.0
6598,sporophila corvina,1.107682040664745
6599,engystomops pustulosus,1.107682040664745
6600,rhinella horribilis,1.0
6601,dacnis cayana,1.107682040664745
6602,trogon caligatus,1.0629899570957677
6603,brotogeris jugularis,1.6146977472381314
6604,ramphastos sulfuratus,1.1376804043724875
6605,smilisca phaeota,1.0
6606,anaxyrus boreas,1.0
6607,poecile gambeli,1.0
6608,enallagma civile,1.3169398018301197
6609,thamnophis hammondii,1.5225862546391316
6610,pseudotriton ruber,1.0
6611,neovison vison,1.0
6612,formica obscuripes,1.7174946121424637
6613,lon hobomok,1.5849625007243027
6614,lactophrys triqueter,1.4108170494726733
6615,stenopus hispidus,1.2514053719614358
6616,lophocampa argentata,1.0
6617,phyciodes cocyta,1.7647850678804593
6618,haemulon flavolineatum,1.7159616308383296
6619,microspathodon chrysurus,1.240644151940674
6620,bombus ternarius,1.3509199181768963
6621,larus dominicanus,1.6749470285038994
6622,anas georgica,1.5900858989098587
6623,rostanga pulchra,1.4350582681425594
6624,dirona picta,1.0
6625,peltodoris nobilis,1.0569912497549725
6626,pomacea canaliculata,1.3413439854019498
6627,plagodis alcoolaria,1.0
6628,sphyrapicus thyroideus,1.6706719855624284
6629,speyeria callippe,1.7305680643156023
6630,argyria lacteella,1.0
6631,harmonia axyridis,1.766438201388737
6632,dendraster excentricus,1.809941878043208
6633,pisaster ochraceus,1.7184710968126529
6634,phyciodes pulchella,1.0
6635,anthopleura xanthogrammica,1.7114144060614973
6636,polites mystic,1.0
6637,plebejus samuelis,1.0
6638,cicindela formosa,1.6494570521576613
6639,empidonax minimus,1.0
6640,lestes australis,1.0
6641,echinometra mathaei,1.7637629644579447
6642,melanerpes lewis,1.0
6643,largus californicus,1.2002677704205706
6644,thamnophis atratus,1.0
6645,rana draytonii,1.0
6646,parkesia motacilla,1.0629899570957677
6647,callipepla californica,1.5781592434169425
6648,melanerpes formicivorus,1.3413439854019498
6649,ischnura cervula,1.0
6650,dolomedes triton,1.3413439854019498
6651,necrophila americana,1.6589817199651908
6652,orienthella trilineata,1.0569912497549725
6653,archips argyrospila,1.4568046205137664
6654,megisto cymela,1.0
6655,atta cephalotes,1.680019115570643
6656,aulacorhynchus prasinus,1.3413439854019498
6657,trogon melanocephalus,1.3413439854019498
6658,rhynchonycteris naso,1.7849527795254418
6659,copestylum mexicanum,1.3509199181768963
6660,haemulon sciurus,1.7117113626359826
6661,chaetodon capistratus,1.615466651596658
6662,ischnura verticalis,1.107682040664745
6663,buteo plagiatus,1.107682040664745
6664,caracara cheriway,1.2514053719614358
6665,buteogallus anthracinus,1.107682040664745
6666,thamnophis elegans,1.3413439854019498
6667,haploa confusa,1.0
6668,troglodytes pacificus,1.0
6669,hermetia illucens,1.107682040664745
6670,phanogomphus exilis,1.0
6671,otospermophilus beecheyi,1.0569912497549725
6672,acrocephalus scirpaceus,1.0
6673,crotalus pyrrhus,1.107682040664745
6674,myiarchus cinerascens,1.0
6675,triopha catalinae,1.0
6676,aspidoscelis tigris,1.0
6677,euphydryas chalcedona,1.3839206666016943
6678,haematopus bachmani,1.321333300553611
6679,dermasterias imbricata,1.8391505181411318
6680,patiria miniata,1.3413439854019498
6681,alaus oculatus,1.0
6682,strongylocentrotus purpuratus,1.7702834529628815
6683,lycaena hyllus,1.0
6684,dorosoma cepedianum,1.0
6685,geranoaetus melanoleucus,1.2997823166360312
6686,mimus saturninus,1.4350582681425594
6687,lycalopex griseus,1.4108170494726733
6688,chinavia hilaris,1.4410023772764669
6689,calephelis nemesis,1.0
6690,brephidium exilis,1.0
6691,pontia protodice,1.3413439854019498
6692,pugettia producta,1.0
6693,perithemis intensa,1.107682040664745
6694,polistes comanchus,1.615466651596658
6695,adelpha eulalia,1.0
6696,lithobates clamitans,1.0569912497549725
6697,copaeodes aurantiaca,1.0
6698,zelus luridus,1.0
6699,neoscona crucifera,1.0629899570957677
6700,leptoglossus oppositus,1.4568046205137664
6701,acronicta oblinita,1.0
6702,calypte anna,1.3413439854019498
6703,pselliopus barberi,1.107682040664745
6704,porpita porpita,1.3509199181768963
6705,oecophylla smaragdina,1.6819098885745032
6706,dacelo novaeguineae,1.615466651596658
6707,anseranas semipalmata,1.731064663500779
6708,macropus agilis,1.4350582681425594
6709,anas castanea,1.514772132320735
6710,euploea core,1.107682040664745
6711,anthus novaeseelandiae,1.0
6712,cisseps fulvicollis,1.0
6713,acanthurus coeruleus,1.7316241000731543
6714,sparisoma aurofrenatum,1.6950867217107433
6715,colaptes campestris,1.3949015874712634
6716,amazonetta brasiliensis,1.5479689679288975
6717,lagidium viscacia,1.52109282401167
6718,petrochelidon pyrrhonota,1.7158752592502875
6719,columbina picui,1.3169398018301197
6720,chlorostilbon lucidus,1.0158844432123086
6721,patagioenas maculosa,1.2853337016328215
6722,turdus amaurochalinus,1.107682040664745
6723,natrix helvetica,1.2002677704205706
6724,charidotella sexpunctata,1.8319873829082833
6725,cordulegaster diastatops,1.0
6726,euphydryas phaeton,1.0
6727,alypia octomaculata,1.0
6728,uresiphita reversalis,1.6706719855624284
6729,podiceps major,1.0158844432123086
6730,hymenops perspicillatus,1.107682040664745
6731,chloephaga picta,1.6389543464539167
6732,cygnus melancoryphus,1.5713461775028157
6733,phoenicopterus chilensis,1.7071812030125466
6734,turdus falcklandii,1.2371949505879476
6735,tonicella lineata,1.0
6736,nucella lamellosa,1.5781807168471509
6737,calliostoma ligatum,1.0
6738,diodora aspera,1.0
6739,calypte costae,1.0569912497549725
6740,chondestes grammacus,1.2002677704205706
6741,xanthocephalus xanthocephalus,1.6309704875418483
6742,leucauge venusta,1.0629899570957677
6743,libellula cyanea,1.0
6744,cicindela duodecimguttata,1.0
6745,acanthocephala terminalis,1.0
6746,adelpha californica,1.0784718092603918
6747,phidiana hiltoni,1.1376804043724875
6748,ischnura posita,1.0
6749,polygonia interrogationis,1.0
6750,scaphiopus holbrookii,1.0158844432123086
6751,chrysolina fastuosa,1.0
6752,pomacanthus paru,1.4619546510135386
6753,ichthyaetus melanocephalus,1.8405891550663125
6754,alectoris rufa,1.449290446614586
6755,emberiza calandra,1.4273126293966367
6756,aricia cramera,1.107682040664745
6757,oenanthe oenanthe,1.0
6758,spilostethus pandurus,1.1376804043724875
6759,falco naumanni,1.4782944974067191
6760,charadrius hiaticula,1.4333645483316284
6761,galerida cristata,1.107682040664745
6762,circaetus gallicus,1.107682040664745
6763,colias croceus,1.107682040664745
6764,limosa limosa,1.6850265976956296
6765,phoenicopterus roseus,1.7205668218872936
6766,cyrtophora citricola,1.2371949505879476
6767,rhynchophorus ferrugineus,1.0
6768,tarentola mauritanica,1.107682040664745
6769,chroicocephalus genei,1.7611984602338773
6770,cervus nippon,1.631064144516096
6771,nuctenea umbratica,1.3413439854019498
6772,anemonia viridis,1.0
6773,psittacara erythrogenys,1.5056825640375844
6774,littorina obtusata,1.0569912497549725
6775,motacilla alba,1.3413439854019498
6776,crepidula fornicata,1.5219841514223258
6777,meloe violaceus,1.0
6778,erithacus rubecula,1.1376804043724875
6779,linaria cannabina,1.5511784480987543
6780,lethe appalachia,1.1645767871379742
6781,tringa incana,1.321333300553611
6782,ocypode gaudichaudii,1.4420904112212583
6783,grapsus grapsus,1.8212602123458095
6784,aeshna cyanea,1.0
6785,aeshna mixta,1.0
6786,arion ater,1.0
6787,graphocephala fennahi,1.3888496767620264
6788,motacilla cinerea,1.0158844432123086
6789,pyronia tithonus,1.2371949505879476
6790,melanargia galathea,1.6706719855624284
6791,orgyia antiqua,1.0
6792,plebejus argus,1.615466651596658
6793,callophrys rubi,1.0
6794,hipparchia semele,1.0569912497549725
6795,cordulegaster boltonii,1.0
6796,anax imperator,1.0
6797,libellula depressa,1.107682040664745
6798,orthetrum coerulescens,1.0
6799,lestes sponsa,1.2997823166360312
6800,coenagrion puella,1.5018590415767807
6801,enallagma cyathigerum,1.4350582681425594
6802,amphimallon solstitiale,1.0
6803,sicalis flaveola,1.6562684766907383
6804,libellula pulchella,1.107682040664745
6805,podarcis siculus,1.32667869950701
6806,cosmopepla lintneriana,1.0158844432123086
6807,alopochen aegyptiaca,1.5848251616913553
6808,ardea intermedia,1.0629899570957677
6809,connochaetes taurinus,1.7453283049456487
6810,anax longipes,1.107682040664745
6811,cynips douglasii,1.4752641082619489
6812,pachygrapsus crassipes,1.1376804043724875
6813,libellula axilena,1.0
6814,bombus pascuorum,1.2371949505879476
6815,scolia hirta,1.0
6816,leptophyes punctatissima,1.0
6817,decticus albifrons,1.0
6818,panulirus argus,1.2997823166360312
6819,acanthopleura granulata,1.5225862546391316
6820,argia emma,1.107682040664745
6821,tiliqua scincoides,1.0
6822,anthochaera chrysoptera,1.107682040664745
6823,platycercus elegans,1.4350582681425594
6824,pseudomantis albofimbriata,1.0
6825,diplacodes haematodes,1.0
6826,corcorax melanorhamphos,1.5412937795592818
6827,iridomyrmex purpureus,1.8404684248014147
6828,tachycineta thalassina,1.4891692433082762
6829,scopula limboundata,1.0
6830,tetracis cachexiata,1.0
6831,pyromorpha dimidiata,1.0569912497549725
6832,lilioceris lilii,1.3509199181768963
6833,meloe proscarabaeus,1.0
6834,colonus hesperus,1.0
6835,pheucticus ludovicianus,1.2966518927891284
6836,oedemera nobilis,1.0
6837,oreaster reticulatus,1.695160717249034
6838,chalybion californicum,1.0
6839,mecynogea lemniscata,1.1376804043724875
6840,cacyreus marshalli,1.4778941828378533
6841,eurydema ornata,1.1376804043724875
6842,eurydema oleracea,1.5079422220546315
6843,eremnophila aureonotata,1.0
6844,thecadactylus rapicauda,1.107682040664745
6845,heliconius erato,1.615466651596658
6846,tamandua mexicana,1.107682040664745
6847,burnsius orcus,1.0
6848,sciurus variegatoides,1.0
6849,trogon rufus,1.5225862546391316
6850,rhaebo haematiticus,1.0
6851,marpesia chiron,1.6562684766907383
6852,tachycineta albilinea,1.666285359753381
6853,trogon massena,1.0
6854,deloyala guttata,1.107682040664745
6855,camponotus castaneus,1.5823960678129765
6856,naphrys pulex,1.0
6857,acanalonia bivittata,1.0569912497549725
6858,papilio zelicaon,1.6889452650975034
6859,boisea rubrolineata,1.2514053719614358
6860,libellula incesta,1.0
6861,cacatua tenuirostris,1.6701559075021124
6862,amphibolurus muricatus,1.107682040664745
6863,euschistus tristigmus,1.0
6864,tachycines asynamorus,2.0000000000031464
6865,eurema daira,1.0
6866,celithemis eponina,1.313528105852746
6867,aliger gigas,1.0
6868,syritta pipiens,1.0
6869,glutophrissa drusilla,1.0
6870,anania funebris,1.0
6871,zachrysia provisoria,1.0815903831034692
6872,estrilda astrild,1.7920517404884748
6873,pycnonotus cafer,1.1565058019750105
6874,neotibicen lyricen,1.0
6875,halichoerus grypus,1.627782644400753
6876,laphria thoracica,1.0
6877,falco rufigularis,1.2002677704205706
6878,chromodoris annae,1.3413439854019498
6879,rissa tridactyla,1.79365469753397
6880,ardea cinerea,1.0158844432123086
6881,phalacrocorax aristotelis,1.702404157325924
6882,tadorna tadorna,1.7026108729329514
6883,epitheca princeps,1.0
6884,sympetrum semicinctum,1.0
6885,arion rufus,1.0
6886,sceliphron caementarium,1.1376804043724875
6887,pseudacris cadaverina,1.0
6888,mythimna unipuncta,1.4782944974067191
6889,graphocephala coccinea,1.6706719855624284
6890,tramea onusta,1.0
6891,melittia cucurbitae,1.107682040664745
6892,papilio memnon,1.6404512413407066
6893,faunis eumeus,1.0569912497549725
6894,prionus californicus,1.0
6895,incilius nebulifer,1.0629899570957677
6896,oxidus gracilis,1.3839206666016943
6897,argynnis hyperbius,1.3413439854019498
6898,suastus gremius,1.107682040664745
6899,cotinis nitida,1.5424943403857556
6900,acalymma vittatum,1.0158844432123086
6901,phyllopalpus pulchellus,1.107682040664745
6902,micrathena mitrata,1.0
6903,epidalea calamita,1.0569912497549725
6904,calvia quatuordecimguttata,1.0
6905,hetaerina americana,1.0
6906,oophaga pumilio,1.2002677704205706
6907,ideopsis similis,1.5079422220546315
6908,orthetrum luzonicum,1.0
6909,gracupica nigricollis,1.0158844432123086
6910,papilio protenor,1.4350582681425594
6911,mycalesis mineus,1.0
6912,araneus trifolium,1.0
6913,calopteryx virgo,1.7108977234265814
6914,estigmene acrea,1.3941561442210189
6915,ascalapha odorata,1.0
6916,spodoptera ornithogalli,1.0
6917,xylophanes tersa,1.0
6918,enallagma exsulans,1.0158844432123086
6919,argia apicalis,1.0
6920,argia nahuana,1.1565058019750105
6921,argia sedula,1.2371949505879476
6922,telebasis salva,1.5511784480987543
6923,arigomphus submedianus,1.0
6924,leptophobia aripa,1.5219841514223258
6925,brechmorhoga mendax,1.0
6926,dythemis velox,1.0
6927,dythemis fugax,1.0
6928,libellula croceipennis,1.0
6929,bombus bimaculatus,1.107682040664745
6930,pachydiplax longipennis,1.107682040664745
6931,sympetrum corruptum,1.3413439854019498
6932,mermiria bivittata,1.0
6933,pyrrhocorax pyrrhocorax,1.4568046205137664
6934,anthus petrosus,1.0
6935,ardenna grisea,1.2997823166360312
6936,aimophila ruficeps,1.0
6937,cepaea hortensis,1.421052527091998
6938,chrysomela populi,1.455555566358959
6939,hypanus americanus,1.0
6940,aculus tetanothrix,1.5786005816739452
6941,lepas anatifera,1.0
6942,melanospiza bicolor,1.107682040664745
6943,melanchra adjuncta,1.0
6944,plodia interpunctella,1.0
6945,pluvialis apricaria,1.0
6946,cordulegaster dorsalis,1.0
6947,acronicta aceris,1.0
6948,colibri coruscans,1.0
6949,physocephala tibialis,1.0
6950,plexippus paykulli,1.0
6951,paonias excaecata,1.0
6952,dendragapus fuliginosus,1.2002677704205706
6953,lepturobosca chrysocoma,1.0
6954,amphiprion clarkii,1.7647850678804593
6955,hypolimnas misippus,1.8503000390949866
6956,oryctes nasicornis,1.240644151940674
6957,garrulus glandarius,1.0
6958,oedipoda caerulescens,1.0
6959,lybius torquatus,1.3413439854019498
6960,trachyphonus vaillantii,1.0
6961,sclerophrys gutturalis,1.0
6962,myzinum quinquecinctum,1.5510849109866212
6963,agrotis ipsilon,1.0
6964,zanclognatha pedipilalis,1.0
6965,acrolophus arcanella,1.0000000000031464
6966,pseudeustrotia carneola,1.0
6967,trithemis arteriosa,1.0
6968,merops pusillus,1.240644151940674
6969,hippodamia variegata,1.4138474742589364
6970,pyrausta acrionalis,1.0
6971,ostrinia nubilalis,1.0
6972,ardeola grayii,1.0
6973,anhinga melanogaster,1.2997823166360312
6974,athene brama,1.0
6975,calidris pugnax,1.4327731394836518
6976,pericrocotus speciosus,1.0
6977,vanellus indicus,1.3509199181768963
6978,microcarbo niger,1.4568046205137664
6979,threskiornis melanocephalus,1.7460516017795997
6980,ciconia episcopus,1.4350582681425594
6981,turdoides striata,1.4350582681425594
6982,hypsipetes leucocephalus,1.107682040664745
6983,urocissa erythroryncha,1.2997823166360312
6984,dendrocygna javanica,1.5881677449046738
6985,myophonus caeruleus,1.0
6986,pernis ptilorhynchus,1.0
6987,coracias benghalensis,1.3413439854019498
6988,gracupica contra,1.4700560436500147
6989,copsychus saularis,1.2966518927891284
6990,corvus macrorhynchos,1.5722304255525352
6991,merops orientalis,1.0
6992,cinnyris asiaticus,1.3413439854019498
6993,mycteria leucocephala,1.7243638679414257
6994,elanus caeruleus,1.2966518927891284
6995,lanius schach,1.3413439854019498
6996,phoenicurus fuliginosus,1.0
6997,oriolus xanthornus,1.0
6998,crested serpent eagle,1.1376804043724875
6999,tringa stagnatilis,1.701147596747208
7000,halcyon smyrnensis,1.0
7001,rostratula benghalensis,1.2002677704205706
7002,funambulus pennantii,1.3509199181768963
7003,axis axis,1.5915525404009765
7004,sambar deer,1.5679935561606797
7005,euplexia benesimilis,1.0
7006,digrammia gnophosaria,1.0
7007,asterocampa clyton,1.0
7008,hermeuptychia sosybius,1.0
7009,lygaeus turcicus,1.2997823166360312
7010,graphocephala versuta,1.0784718092603918
7011,feniseca tarquinius,1.0
7012,ardea alba,1.842977697019219
7013,cicada orni,1.0784718092603918
7014,limenitis reducta,1.0000000000023157
7015,penelope obscura,1.3413439854019498
7016,coereba flaveola,1.615466651596658
7017,falcipennis canadensis,1.2371949505879476
7018,tridacna maxima,1.7346212073420648
7019,luscinia svecica,1.2371949505879476
7020,coloradia pandora,1.0
7021,enallagma ebrium,1.107682040664745
7022,enallagma aspersum,1.0
7023,merops bullockoides,1.6916561047775116
7024,euplectes orix,1.2997823166360312
7025,harrisina americana,1.0
7026,perithemis tenera,1.1565058019750105
7027,neoscona oaxacensis,1.0
7028,sphex ichneumoneus,1.107682040664745
7029,plotosus lineatus,1.4246032197716767
7030,heterocampa biundata,1.0
7031,spilosoma virginica,1.0000000000031464
7032,smerinthus jamaicensis,1.0
7033,timandra amaturaria,1.0
7034,eustixia pupula,1.0
7035,epiblema otiosana,1.0
7036,catocala amatrix,1.0
7037,magusa divaricata,1.0
7038,lineodes integra,1.0
7039,doriprismatica atromarginata,1.3413439854019498
7040,hemileuca eglanterina,1.0
7041,cicindela aurulenta,1.0
7042,heterophleps triguttaria,1.0
7043,macaria aemulataria,1.0
7044,phragmatobia fuliginosa,1.0
7045,parapediasia teterrellus,1.0
7046,anthocharis midea,1.0
7047,abaeis nicippe,1.3941561442210189
7048,cyllopsis gemma,1.107682040664745
7049,masticophis taeniatus,1.1376804043724875
7050,anavitrinella pampinaria,1.0
7051,nicrophorus orbicollis,1.0158844432123086
7052,paraulacizes irrorata,1.0
7053,schinia rivulosa,1.0
7054,ardenna creatopus,1.3839206666016943
7055,aphelocoma californica,1.0158844432123086
7056,trimerotropis verruculata,1.0
7057,caenurgina crassiuscula,1.0
7058,epiblema strenuana,1.0
7059,pandemis limitata,1.0
7060,tachyglossus aculeatus,1.2966518927891284
7061,halictus ligatus,1.5079422220546315
7062,pyrrhocorax graculus,1.6979347721747946
7063,schinia florida,1.3413439854019498
7064,dichromorpha viridis,1.0
7065,sphinx chersis,1.0
7066,micrathena sagittata,1.0
7067,eusarca confusaria,1.0
7068,lepus townsendii,1.2997823166360312
7069,lomographa vestaliata,1.0
7070,calledapteryx dryopterata,1.0
7071,acronicta fallax,1.0
7072,amphipyra pyramidoides,1.1376804043724875
7073,besma quercivoraria,1.0
7074,crambidia pallida,1.0
7075,panopoda carneicosta,1.0
7076,baileya ophthalmica,1.0
7077,spragueia leo,1.0
7078,homophoberia apicosa,1.5849625007243027
7079,lithobates berlandieri,1.0
7080,oncorhynchus mykiss,1.7454120495936047
7081,nymphalis l-album,1.107682040664745
7082,hapithus agitator,1.107682040664745
7083,phrynosoma hernandesi,1.0
7084,selasphorus rufus,1.0629899570957677
7085,callopistria floridensis,1.0
7086,striacosta albicosta,1.0
7087,hypena deceptalis,1.0
7088,acrolophus popeanella,1.0569912497549725
7089,colius striatus,1.1376804043724875
7090,vireo plumbeus,1.0
7091,catocala piatrix,1.5079422220546315
7092,mythimna oxygala,1.0
7093,eucosma parmatana,1.0
7094,hypena madefactalis,1.0
7095,orthodes majuscula,1.0
7096,ogdoconta cinereola,1.0
7097,coelostathma discopunctana,1.0
7098,jikradia olitoria,1.52109282401167
7099,baeolophus wollweberi,1.0
7100,porphyrio melanotus,1.4005137246887516
7101,oncorhynchus clarkii,1.5225862546391316
7102,taeniura lymma,1.0
7103,lepidodactylus lugubris,1.107682040664745
7104,delphinia picta,1.0
7105,bombus rufocinctus,1.107682040664745
7106,arothron hispidus,1.2371949505879476
7107,celithemis martha,1.0
7108,neotamias merriami,1.0
7109,theba pisana,1.5779094316407645
7110,ocreatus underwoodii,1.3413439854019498
7111,hemileuca maia,1.5849625007243027
7112,probole amicaria,1.0
7113,elophila icciusalis,1.0
7114,guinusia chabrus,1.0
7115,ostracion meleagris,1.5225862546391316
7116,duttaphrynus melanostictus,1.3413439854019498
7117,speyeria idalia,1.5225862546391316
7118,satyrium liparops,1.0
7119,hemaris thysbe,1.107682040664745
7120,pluvialis fulva,1.4716728349779533
7121,papilio xuthus,1.107682040664745
7122,misumenoides formosipes,1.107682040664745
7123,atteva aurea,1.615466651596658
7124,parus minor,1.3413439854019498
7125,zosterops simplex,1.0784718092603918
7126,chrysochus auratus,1.679363727415024
7127,chauliognathus pensylvanicus,1.4782944974067191
7128,acrocephalus dumetorum,1.0
7129,lepomis auritus,1.7544966466900993
7130,imantodes cenchoa,1.0
7131,cucullia asteroides,1.0569912497549725
7132,aeshna tuberculifera,1.0
7133,conocephalus brevipennis,1.107682040664745
7134,microcrambus elegans,1.0
7135,basiliscus basiliscus,1.0629899570957677
7136,toxomerus politus,1.107682040664745
7137,trichordestra legitima,1.0
7138,chilades lajus,1.0784718092603918
7139,charaxes bernardus,1.4778941828378533
7140,zizeeria karsandra,1.0
7141,ypthima baldus,1.4350582681425594
7142,laothoe populi,1.5225862546391316
7143,aeshna juncea,1.0
7144,cupido comyntas,1.615466651596658
7145,dolomedes tenebrosus,1.0
7146,agama atra,1.0
7147,elaphria grata,1.0
7148,stilpnia cyanicollis,1.3413439854019498
7149,lascoria ambigualis,1.0
7150,gehyra mutilata,1.0
7151,corvus brachyrhynchos,1.4242926368178779
7152,ambystoma mavortium,1.0
7153,triturus cristatus,1.5722304255525352
7154,chilomycterus schoepfii,1.0
7155,clepsis peritana,1.0
7156,colladonus clitellarius,1.0
7157,ranoidea moorei,1.0
7158,phyllopteryx taeniolatus,1.2860753640800557
7159,hentzia palmarum,1.0
7160,macaria bisignata,1.0
7161,cyrestis thyodamas,1.2695469958885588
7162,christinus marmoratus,1.0
7163,elophila gyralis,1.0
7164,metcalfa pruinosa,1.4568046205137664
7165,promachus rufipes,1.4350582681425594
7166,agriphila vulgivagellus,1.0
7167,camponotus novaeboracensis,1.0158844432123086
7168,chrysopa oculata,1.0
7169,scoparia biplagialis,1.0
7170,ponometia candefacta,1.0
7171,ancyloxypha numitor,1.0
7172,pyrausta tyralis,1.0
7173,setophaga nigrescens,1.107682040664745
7174,passerina amoena,1.1376804043724875
7175,melanoplus differentialis,1.0
7176,aquila audax,1.0784718092603918
7177,anhinga rufa,1.1376804043724875
7178,cinnyris afer,1.5225862546391316
7179,ceryle rudis,1.5079422220546315
7180,trichonephila fenestrata,1.0000000000031464
7181,buphagus erythrorynchus,1.5743458909998358
7182,dicrurus adsimilis,1.321333300553611
7183,bostrychia hagedash,1.3754098714970968
7184,oecanthus niveus,1.0
7185,stagmomantis carolina,1.107682040664745
7186,rivula propinqualis,1.0
7187,phlogophora periculosa,1.0
7188,neotamias amoenus,1.0
7189,polygonia faunus,1.8014311842520818
7190,crotalus molossus,1.0
7191,aspidoscelis sonorae,1.2336619425049902
7192,orthetrum sabina,1.2002677704205706
7193,polites peckius,1.0158844432123086
7194,ceratomia undulosa,1.0
7195,sceloporus jarrovii,1.0
7196,nedra ramosula,1.0
7197,calidris subruficollis,1.3413439854019498
7198,sceloporus poinsettii,1.0
7199,rabidosa rabida,1.0
7200,myiozetetes cayanensis,1.3413439854019498
7201,lycaena gorgon,1.1376804043724875
7202,catocala ilia,1.0
7203,attulus fasciger,1.0
7204,gopherus morafkai,1.0569912497549725
7205,apantesis phalerata,1.0
7206,aphelocoma coerulescens,1.2997823166360312
7207,dryocopus pileatus,1.1645767871379742
7208,lampides boeticus,1.0
7209,neptis hylas,1.0
7210,junonia lemonias,1.0569912497549725
7211,catocala vidua,1.0
7212,phyllidia ocellata,1.0
7213,morus serrator,1.7745553230640347
7214,malurus splendens,1.0
7215,sericornis frontalis,1.0
7216,sympetrum illotum,1.0
7217,satyrium titus,1.107682040664745
7218,sympetrum striolatum,1.0
7219,pelegrina galathea,1.1376804043724875
7220,cicindela longilabris,1.0
7221,libellula vibrans,1.0
7222,megascops kennicottii,1.0629899570957677
7223,tringa glareola,1.1376804043724875
7224,lanius collaris,1.0
7225,herpyllus ecclesiasticus,1.0
7226,evergestis pallidata,1.0
7227,herpetotheres cachinnans,1.0
7228,ischnura senegalensis,1.0158844432123086
7229,bagrada hilaris,1.6729744092589334
7230,feltia jaculifera,1.0
